ubicacion,fecha,puntuacion,titulo_comentario,comentario_negativo,comentario_positivo,etiquetas,cantidad_comentarios,nacionalidad
Vitoria,Escrito en 2 de enero de 2025,10,Adalberto,,"En general esta perfecto 
Ubicación, parking, limpieza, comodidad.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 2 de enero de 2025,10,Mikel,Mejor con personas que por app,"Todo muy nuevo, muy completo. Excelente ubicación",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,11 comentarios,España
Vitoria,Escrito en 1 de enero de 2025,"9,0",Maria,Todo perfecto.,"Moderno, limpio y muy equipado.",Viaje de negocios | Pareja | Apartamento Estudio | Estancia de 2 noches | Enviado por móvil,19 comentarios,España
Vitoria,Escrito en 11 de noviembre de 2024,10,Rafael,,"Todo perfecto, incluido el aparcamiento.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 11 de noviembre de 2024,"9,0",Raquel,Las almohadas de la cama eran demasiado finas y el colchón del sofá cama con poco grosor,"El alojamiento estaba muy bien ubicado, a 10 minutos del centro histórico. Estaba bien equipado y era bastante nuevo todo",Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,16 comentarios,España
Vitoria,Escrito en 11 de noviembre de 2024,10,Maria,"Me da pena que no haya personal, aunque tengo que decir que todo funcionó muy bien",La habitación y su ubicación,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,7 comentarios,España
Vitoria,Escrito en 9 de noviembre de 2024,10,Angel,,,Viaje de negocios | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 8 de noviembre de 2024,"8,0",Ana,,Si,Grupo de amigos | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 6 de noviembre de 2024,10,Sara,Nada,"La limpieza y la comodidad, bastante bien equipado!!",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,8 comentarios,Francia
Vitoria,Escrito en 6 de noviembre de 2024,"9,0",María,"La cama horrible, todo lo demás estupendo y maravilloso pero cero descanso",Todo menos la cama.,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,17 comentarios,España
Vitoria,Escrito en 6 de noviembre de 2024,"9,0",Susana,Falta una tostadora de pan. No se podía abrir la ventana de la habitación.,¡Apartamento muy equipado y muy amplio! Me encanta alojarme ahí cada vez que voy a Vitoria.,Viaje de negocios | Persona que viaja sola | Apartamento de 1 dormitorio | Estancia de 1 noche,71 comentarios,Francia
Vitoria,Escrito en 6 de noviembre de 2024,"8,0",Mauro,"Por fechas, posiblemente estaba más caro de lo normal","Está cerca de lo que me interesaba, apartamentos limpios y cómodos",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,9 comentarios,España
Vitoria,Escrito en 6 de noviembre de 2024,"8,0",Alicia,El sofá era un poco incómodo lo demás estaba muy bien.,"Fue muy cómodo hacer el check in y la recepción estaba 24 horas. Estaba todo digitalizado, respondían rápido y la ubicación del apartamento estaba muy bien. Además nos dejaron un detalle de bienvenida",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,18 comentarios,España
Vitoria,Escrito en 5 de noviembre de 2024,10,Rafael,,El apartamento es grande y está muy limpio. El desayuno muy bueno y completo,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 5 de noviembre de 2024,"9,0",Jorge,,"El desayuno está ubicado frente al apartamento, no es todo lo cómodo que debería ser.",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 3 noches,,
Vitoria,Escrito en 4 de noviembre de 2024,"9,0",Merce,,"Todo: ubicación, limpieza, camas cómodas con sábanas y toallas de excelente calidad. Muchos detalles. 
Además un agradecimiento a su personal por su profesionalidad y rapidez en gestionar cualquier solicitud. Aunque es todo on line hay personal en el edificio y la atención es excelente. Accesibilidad total.",Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de noviembre de 2024,10,Leyre,Sofá cama algo incómodo para dormir y pasamos bastante calor en el apartamento pese a ser el mes de Octubre.,Apartamento muy completo.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,7 comentarios,España
Vitoria,Escrito en 3 de noviembre de 2024,"8,0",Esther,,"La ubicación es perfecta, está muy cerca del casco antiguo. 
El apartamento impecable, el único problema es que en el baño no había mampara de ducha ni cortina, con lo que la ducha está abierta totalmente .",Viaje de ocio | Familia con niños pequeños | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 3 de noviembre de 2024,10,Santiago,"Agua Caliente tardaba mucho en llegar al Octavo Piso, y cuando llegaba, lo hacía con poca presión.","La ubicación excelente.
Muy fácil todo el proceso tanto de CheckIn como de ChekOut, como la entrada al hotel y a la habitación.",Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,13 comentarios,España
Vitoria,Escrito en 3 de noviembre de 2024,"9,0",Rodriguez,Falta horno,Ubicación y limpieza,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 3 de noviembre de 2024,10,Rafael,,Esta impecable y muy bien situado,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 2 de noviembre de 2024,"8,0",Luque,,Excelente ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 2 de noviembre de 2024,"8,0",José,La presión del agua.,Buena atención frente al check-in,Viaje de negocios | Persona que viaja sola | Apartamento Estudio | Estancia de 1 noche,1 comentario,España
Vitoria,Escrito en 2 de noviembre de 2024,"8,0",Patricia,"Quizás el mobiliario está un poco desgastado y poca presión del agua, pero estuvimos a gusto.",La situación y el desayuno.,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,25 comentarios,España
Vitoria,Escrito en 30 de octubre de 2024,10,Salvador,,Muy limpio y amplio.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 30 de octubre de 2024,"8,0",Alberto,,"Ubicación perfecta centrico y bien comunicado. Apartamento amplio, limpio y con todas las comodidades.",Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 28 de octubre de 2024,"9,0",Carlos,El sofá-cama debería mejorar porque es un poco incómodo. Se hunde mucho por el centro.,"Espacioso apartamento, con todos los utensilios necesarios para la estancia. Ubicación excelente cerca del centro. El parking muy bien el tenerlo en el mismo edificio. El sistema de check-in de apartamento y parking de los que yo dudaba funcionó perfectamente, y a una duda que se nos planteó, en cuanto nos comunicamos por teléfono contestaron inmediatamente.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches,86 comentarios,España
Vitoria,Escrito en 28 de octubre de 2024,"8,0",Rafael,,Buena localizacion con aparcamiento blanco cerca. Era un studio completo con todo lo necesario para una estancia de varios dias.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 25 de septiembre de 2024,"7,0",Maiquez,"El sofá cama incomodísimo, a pesar de utilizarlo dos niños con poco peso se hundía.","La ubicación a 5 minutos a pie de la plaza del ayuntamiento.
Apartamento limpio y bien equipado.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,4 comentarios,España
Vitoria,Escrito en 24 de septiembre de 2024,10,Jose,,La situación y las instalaciones en general.,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 24 de septiembre de 2024,"8,0",Tamara,Que la tv no tuviera smart tv. Algo de ruido por las noches en la calle porque hay un pub debajo.,"Las instalaciones amplias y limpias.
Ubicación perfecta, cerca del centro y fácil aparcar",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,51 comentarios,España
Vitoria,Escrito en 23 de septiembre de 2024,"7,0",Diaz,Se oye a los vecinos,Estaba limpio,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 3 noches | Enviado por móvil,5 comentarios,España
Vitoria,Escrito en 22 de septiembre de 2024,"8,0",Ana,el cubre colchones tenía 1 mancha de sangre seca y estaba amarillento,El lavabo muy amplio,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,8 comentarios,España
Vitoria,Escrito en 22 de septiembre de 2024,10,Nicolai,"Si viajas con mascota, el precio de 20€/noche me parece excesivo, a pesar de que es de los pocos sitios donde te dejan una cama para el animal, comedero y bebedero","Las habitaciones son amplias y muy cómodas, con todo tipo de accesorios. Te dejan un kit de bienvenida con agua y un snack.",Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,52 comentarios,España
Vitoria,Escrito en 21 de septiembre de 2024,"9,0",Paloma,,La ubicación y lo completo que era el apartamento,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 21 de septiembre de 2024,10,Paloma,--,"El apartamento tenía 2 habitaciones y 2 baños, todo impoluto y muy amplio. La cocina completamente equipada. Nos ha parecido tranquilo y las camas comodísimas. Muy bien situado para visitar la ciudad, facilidad de aparcamiento gratuito en los alrededores. Nos hemos quedado encantados con nuestra estancia.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,57 comentarios,España
Vitoria,Escrito en 21 de septiembre de 2024,"9,0",Antonio,,fuimos con mascota y muy comodo el parquing en el mismo edificio,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 21 de septiembre de 2024,10,Yosleidy,Que la ducha no tenía buen desagüe y el agua se estancaba,"Lo limpio, cómodo y céntrico que estaba",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,10 comentarios,España
Vitoria,Escrito en 21 de septiembre de 2024,"8,0",Pedro,Sofá cama incómodo no se notaba estable y faltaba cabecera para la 3 persona,Buena ubicacion,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,13 comentarios,España
Vitoria,Escrito en 21 de septiembre de 2024,10,Chelo,"Que no haya empleados, hubo una chica cuando llegamos que nos ayudó con un problema con la tele y ya, nunca vimos a nadie más. La tele dejó  de funcionar al día siguiente.. El sofá cama incomodísimo",Las sábanas de algodón y el desayuno,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,12 comentarios,España
Vitoria,Escrito en 20 de septiembre de 2024,10,Fabian,Que no podías usar el aire acondicionado en modo frío porque me contestaron que ya estaban en periodo invernal,Estaba todo impecable,Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,160 comentarios,Argentina
Vitoria,Escrito en 20 de septiembre de 2024,"8,0",Toni,El baño se inunda cuando te duchas,Apartamento muy completo para el precio,Viaje de ocio | Familia con niños pequeños | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,29 comentarios,España
Vitoria,Escrito en 18 de septiembre de 2024,"9,0",Maria,Colchones un poco duros,La ubicación y limpieza,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 3 noches | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 18 de septiembre de 2024,"9,0",Luis,Nada,"Ubicación excelente, confort, limpieza, supermercado justo al lado, transporte público casi en la puerta.",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,18 comentarios,España
Vitoria,Escrito en 18 de septiembre de 2024,10,Susana,El sillón cama muy incómodo,"El apartamento está genial con todo lo que puedas necesitar , tiene una ubicación buenísima estás en el casco histórico en 10 minutos.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,2 comentarios,España
Vitoria,Escrito en 17 de septiembre de 2024,"9,0",Elia,,"La situación, la limpieza y la comodidad.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 17 de septiembre de 2024,10,Iratibelas1,,"Es la segunda vez que me quedo aquí y todo genial. El regalo de llegada, un detalle!",Viaje de ocio | Persona que viaja sola | Apartamento Estudio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 17 de septiembre de 2024,10,Adela,Encontrar algunos pelos de mascotas en las colchas,"Muy nuevo y limpio, y las toallas muy suaves, un gusto secarse con ellas.",Viaje de ocio | Pareja | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,24 comentarios,España
Vitoria,Escrito en 17 de septiembre de 2024,10,Ana,Nada,Todo y el regalo de bienvenida han sorpresa!,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,30 comentarios,España
Vitoria,Escrito en 16 de septiembre de 2024,10,Mª,"Por poner algún ""pero"":Sofá cama algo incómodo.Más gel/champú en baño el de la zona de la ducha apenas tenía.","La amabilidad del personal.Habitaciones muy limpias, baño grande y con toallas de sobra, almohadas muy cómodas.El detalle del kit de limpieza cocina, patatas y capsulas de café un acierto.La ubicación, muy buena. El barrio tranquilo, cercano al centro y con todo lo necesario muy cerca, a unos metros un DIA.Parking con plazas grandes y aparcabas donde querías.Accesos bien señalizados.",Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 2 noches,59 comentarios,España
Vitoria,Escrito en 16 de septiembre de 2024,10,Brian,Moderno y clean.,El piso moderno limpio y cerca del centro. Con todas las comodidades.,Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,6 comentarios,Reino Unido
Vitoria,Escrito en 16 de septiembre de 2024,"8,0",Sandra,"Éramos un grupo de 4 amigos y a los que nos tocó en el sofá cama, descansamos mal. Era incómodo.","La ubicación, limpieza. Nosotros sólo estuvimos una noche, pero si te quedas más días la cocina es muy completa.",Viaje de ocio | Grupo de amigos | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,37 comentarios,España
Vitoria,Escrito en 16 de septiembre de 2024,"8,0",Fatima,La cama del sofá hacía mucho ruido.,"El apartamento es agradable y tiene todo lo necesario para tener una buena estancia El pack de bienvenida.",Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,24 comentarios,España
Vitoria,Escrito en 27 de agosto de 2024,10,Cristóbal,"Por ponerle una pega, las habtiaciones disponen de chromecast para que puedas poenr tus plataformas desde el movil pero tienen el inconveniente que como va a la misma red wifi del edificio entonces cualquier inquilino que esté conectado a la red puede quitarte la serie/película o ponerte otra, lo cual que lo hace totalmente inusable y es una pena. Pero solo por poner una pega, es un sitio genial para quedarse","De los mejores apartahoteles en los que me he quedado. Muy buena opción para quedarte en vitoria. Cerca del centro y se puede aparcar facilmente en las próximidades del apartamento (nosotros fuimos en verano)
Todo tiene una gran calidad, las camas muy comodas, es un sitio en el que se podría vivir una temporada perfectamente sin ningún tipo de problema. Todo complemtanete equipado y encima, te dan hasta un kit de limpieza gratuito el primer día que incluye: trapo, estropajo, bayeta, jabón friegaplatos, una pastilla para el lavavajillas y otra para la lavadora (que también es secadora). Si volvemos a vitoria probablemente reservemos en el mismo sitio porque nos ha gustado muchísimo.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,7 comentarios,España
Vitoria,Escrito en 27 de agosto de 2024,"9,0",El,,Esta limpio  moy cercano a todo  y hay todo  que necesitas  solo  la sofá  no esta cómoda para dormir,Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 27 de agosto de 2024,"7,0",José,"El sofá cama presenta una estructura frágil, lo cual puede resultar incómodo para personas de mayor tamaño.",Esta muy cerca del centro de la ciudad y bien equipado.,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 2 noches | Enviado por móvil,13 comentarios,España
Vitoria,Escrito en 26 de agosto de 2024,"9,0",Canditrece,,Apartamento para disfrutar de el,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 26 de agosto de 2024,"8,0",Manuel,"Aplicación, la información no es exacta",De 10,Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 3 noches | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 26 de agosto de 2024,"8,0",Juan,"Que tenia olor a tabaco, imagino que de algún cliente anterior. No me gusto haber elegido pago a la llegada y me cobraron antes.",La ubicación y comodidad. Estaba bastante limpio y ademas te dejaban kits de limpieza con todo lo necesario para alojarte cómodamente. La gestión por la página muy fácil.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,2 comentarios,España
Vitoria,Escrito en 26 de agosto de 2024,"9,0",Francisco,Nada que comentar,Ubicación perfecta cerca de la parte antigua. Parking. Tranquilo. Limpio. Cómodo. Muy bien de precio.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,1 comentario,España
Vitoria,Escrito en 25 de agosto de 2024,"7,0",Sabela,,"Acceso directo parking-habitación.
Supermercado en el local de abajo.",Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 25 de agosto de 2024,"9,0",Veronica,El sofá cama no era muy cómodo y bastante ruidoso para dormir.,"Apartamento muy cómodo en general y práctico. La ubicación muy buena. Lo que más nos gustó fue el sistema de check-in y el uso de las llaves digitales, lo que facilita el ingreso.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 25 de agosto de 2024,"9,0",Rosa,El sofá- cama un poco incómodo,"Limpieza,  Ubicacion",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 6 noches | Enviado por móvil,30 comentarios,España
Vitoria,Escrito en 25 de agosto de 2024,"7,0",Gloria,,"Estaba limpio y bien situado, el sofá cama del salón para no pegar el ojo.Bastante incómodo.",Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 25 de agosto de 2024,"9,0",Leonor,,"Perfecta ubicación, estancia muy agradable y personal muy atento a nuestras necesidades. Se cumplieron de sobra nuestras expectativas. Muchas gracias!",Persona que viaja sola | Apartamento Estudio | Estancia de 6 noches | Enviado por móvil,,
Vitoria,Escrito en 24 de agosto de 2024,"9,0",Angeles,"El sofá cama era incómodo, se hundía. 
Había determinadas horas en el día en que dos ascensores eran insuficientes, aunque entiendo que esto no depende de la dirección de los apartamentos","La situación era estupenda, la cocina muy bien equipada.
Fácil aparcamiento en el exterior
El personal muy amable",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 7 noches | Enviado por móvil,12 comentarios,España
Vitoria,Escrito en 24 de agosto de 2024,10,Vicente,,"Estuvimos muy cómodos y con un detalle de bienvenida,todo muy limpio y la cocina con utensilios para poder cocinar cualquier alimento.100% recomendable",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 24 de agosto de 2024,"8,0",Javier,"Sin personal físico 
Check in demasiado tarde ( 15h)
Check out demasiado pronto (11h)","Instalaciones, ubicación, parking",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,9 comentarios,España
Vitoria,Escrito en 23 de agosto de 2024,"9,0",M,"La ducha, la no tener cortina ni mampara, se salpicaba todo de agua.","El espacio, aunque reducido, estaba muy bien aprovechado.",Viaje de ocio | Pareja | Apartamento Estudio | Estancia de 5 noches | Enviado por móvil,16 comentarios,España
Vitoria,Escrito en 23 de agosto de 2024,"7,0",Rene,Nada,Ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,23 comentarios,España
Vitoria,Escrito en 23 de agosto de 2024,"8,0",Jose,El sofá cama es bastante incómodo. La cama de la habitación muy cómoda. El resto muy bien todo.,La zona fácil aparcamiento. El apartamento estaba muy bien.,Con una mascota | Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 7 noches | Enviado por móvil,15 comentarios,España
Vitoria,Escrito en 23 de agosto de 2024,10,Violeta,,"Es un sitio ideal para alojarte, está nuevo, limpio y es ideal para mascotas",Viaje de ocio | Grupo | Apartamento de 1 dormitorio | Estancia de 4 noches,,
Vitoria,Escrito en 23 de agosto de 2024,"8,0",Joaquín,"Éramos 4 y solo habían 3 almohadas, aunque había cojines no es lo mismo.","Apartamento moderno con detalle de kit de bienvenida con agua, patatas y cápsulas de café.Cerca de tranvía y centro.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 22 de agosto de 2024,10,Olmos,El sofá cama supletorio,Su limpieza y muy bien equipado,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,3 comentarios,España
Vitoria,Escrito en 22 de agosto de 2024,"8,0",M,"Todo muy bien, aunque el sofá cama sería mejor de los que le sacas una segunda cama de debajo, el que hay ocupa demasiado espacio, pero te adaptas.","La ubicación. Está a un paso del centro histórico, con sitio para aparcar el coche cerca del hotel. La habitación era cómoda y limpia.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches | Enviado por móvil,9 comentarios,España
Vitoria,Escrito en 22 de agosto de 2024,10,Clara,Faltaba algo de menaje. No se veía a nadie en recepción aunque es cierto que por WhatsApp te atendían de inmediato.,Lo bien decorado que estaba y su comodidad.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 4 noches | Enviado por móvil,48 comentarios,España
Vitoria,Escrito en 21 de agosto de 2024,"9,0",Juan,,Ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 21 de agosto de 2024,"7,0",Jimenez,El aire acondicionado no funcionaba bien.no salía casi aire de los conductos..en la ducha salía poca agua (poca fuerza)el resto muy bien. Superlimpio.,No había desayuno.la ubicación bien,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,6 comentarios,España
Vitoria,Escrito en 7 de agosto de 2024,"8,0",Leonardo,,Ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 2 dormitorios | Estancia de 5 noches | Enviado por móvil,,
Vitoria,Escrito en 6 de agosto de 2024,10,Susana,No tenemos ninguna queja lo utilizamos solo para dormir y poco más.,"Muy céntrico, limpio y bien equipado.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,4 comentarios,España
Vitoria,Escrito en 5 de agosto de 2024,10,Isabel,,"Muy limpio con todo lo necesario,muy buena ubicacion con todo lo que necesitamos cerca,ideal",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 5 de agosto de 2024,"8,0",Victor,"Había una butaca en el salón llena de manchas ""raras"" así que ni la tocamos. El sofa-cama es para niños, como intente dormir ahí un adulto a la mañana siguiente tendrán que cambiarle la espalda por una nueva. La cocina bien pero todo está contado: 4 tenedores, 4 cuchillos, 4 cucharas... Hay congelador, cafetera, etc.",La ubicación es perfecta para visitar Vitoria y se aparca relativamente bien por la zona (no es de pago). La habitación está equipada con lo justo pero bien.,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,19 comentarios,España
Vitoria,Escrito en 4 de agosto de 2024,"9,0",Juan,,"La ubicación fenomenal (10 minutos andando hasta la Plaza de España). La comodidad del apartamento, fenomenal para familias con niños, mucho mejor que una habitación de hotel. Además, parking en el propio edificio con ascensor directo.
Justo debajo hay un Día para hacer compras, y al lado de una parada de tranvía.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 2 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de agosto de 2024,10,Isabel,,"Comodidad y diseño Buen emplazamiento",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,,
Vitoria,Escrito en 4 de agosto de 2024,10,Alicia,,"Muy nuevo y limpio, cocina muy completa",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 3 noches | Enviado por móvil,,
Vitoria,Escrito en 4 de agosto de 2024,"8,0",Francisco,"Supongo que debimos tenerlo en cuenta porque en la descripción ya se comenta que aceptan mascotas, eso no nos molesta en absoluto pero sí el hecho de que nuestro apartamento oliera a perro muchísimo. Incluso dejando las ventanas abiertas no conseguimos ventilar lo suficiente. Hasta el punto que acabamos comprando un ambientador en el supermercado que hay justo al lado.","La ubicación es excelente, el apartamento es bastante amplio y cómodo. Muy tranquilo a pesar de ser un edificio muy grande, apenas se escucha ningún ruido. En nuestro caso tuvimos el desayuno incluido y muy correcto para el precio que cuesta.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,26 comentarios,España
Vitoria,Escrito en 3 de agosto de 2024,10,Daniel,,Todo perfecto,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche,,
Vitoria,Escrito en 3 de agosto de 2024,10,Yolanda,Me gustó todo,Comodidad y ubicación,Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 6 noches | Enviado por móvil,12 comentarios,España
Vitoria,Escrito en 3 de agosto de 2024,"9,0",Joaquín,"La parte más negativa fue el sofá-cama. Tuvimos que hacer uso de el , ya que íbamos  4 y a parte de dificultar el paso era muy incómodo dormir en el. Llegamos incluso a turnarnos para dormir  ya que sólo se podía descansar bien en la cama. 
Sería el aspecto más negativo de nuestra instancia . 
Por lo demás para repetir .","Las instalaciones de la habitación, muy amplia , luminosa , muy bien equipado y nuevo el apartamento; todo muy limpio y a estrenar el kit de cocina . 
Íbamos con mascota y también tuvo su kit de bienvenida.
El aislamiento acústico perfecto y muy bien ubicado .",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 5 noches | Enviado por móvil,12 comentarios,España
Vitoria,Escrito en 3 de agosto de 2024,"9,0",Ingles,"Por poner algo a mejorar diría que el sofá cama podría ser mejor, mas confortable.","Todo en general muy bien, muy buenos detalles de bienvenida y muy bien situado.",Viaje de ocio | Familia con niños pequeños | Apartamento de 1 dormitorio | Estancia de 1 noche | Enviado por móvil,1 comentario,España
